,E_votes_3,E_votes_num,E_votes_mean,E_votes_2,E_votes_std,E_votes_1,E_votes_4,E_likes_mean,E_likes_sum,E_likes_num,E_likes_std,E_dislikes_std,E_dislikes_sum,E_dislikes_num,E_dislikes_mean,E_com_num,E_com_std,E_com_sum,E_com_mean,E_uid,E_target,E_comid
27,1,33,3.696969696969697,3,0.7699370300894934,1,28,7.954545454545454,175.0,22.0,5.131390535826408,2.6420672740336273,63.0,22.0,2.8636363636363638,22.0,58.854064140047846,1960.0,89.0909090909091,11_151,1,11
28,1,266,3.9849624060150375,0,0.19367205917707292,1,264,8.928571428571429,500.0,56.0,6.146269061522068,2.783765552152453,122.0,56.0,2.1785714285714284,56.0,141.83651531930016,6535.0,116.69642857142857,11_152,1,11
29,65,73,3.0821917808219177,1,0.32289595234783947,0,7,,,,,,,,,,,,,11_159,1,11
30,16,210,3.9095238095238094,0,0.3337545754821572,1,193,6.409836065573771,391.0,61.0,4.514336603829802,3.7935089801546074,163.0,61.0,2.6721311475409837,61.0,45.289843732951795,3653.0,59.885245901639344,11_163,1,11
31,17,125,3.864,0,0.34416800098676553,0,108,4.7894736842105265,91.0,19.0,4.008032869797866,0.837707816583391,8.0,19.0,0.42105263157894735,19.0,21.062285798102153,680.0,35.78947368421053,11_164,1,11
32,12,263,1.167300380228137,17,0.5043277714248853,233,1,7.9411764705882355,135.0,17.0,5.249649848267193,5.1947371557805555,100.0,17.0,5.882352941176471,17.0,71.52262085604559,1664.0,97.88235294117646,11_169,1,11
33,165,189,3.074074074074074,2,0.3925026288227666,2,20,10.0,10.0,1.0,,,5.0,1.0,5.0,1.0,,6.0,6.0,11_170,1,11
34,3,25,3.8,1,0.49999999999999994,0,21,3.0,6.0,2.0,0.0,0.7071067811865476,1.0,2.0,0.5,2.0,1.4142135623730951,38.0,19.0,11_172,1,11
35,44,143,2.888111888111888,35,1.000738425285845,15,49,5.254237288135593,620.0,118.0,4.928872620664329,3.0042342999196263,225.0,118.0,1.9067796610169492,118.0,103.3297349053113,11445.0,96.99152542372882,11_18,1,11
36,54,86,3.127906976744186,6,0.6824956216693341,3,23,8.357142857142858,117.0,14.0,8.55396572768033,0.7449463436684921,5.0,14.0,0.35714285714285715,14.0,33.555022879437296,639.0,45.642857142857146,11_183,1,11
37,58,73,2.904109589041096,8,0.5313605064581295,2,5,,,,,,,,,,,,,11_184,1,11
38,45,68,3.3088235294117645,1,0.4964757269976101,0,22,4.944444444444445,89.0,18.0,3.1524448443600126,2.2440917344035434,31.0,18.0,1.7222222222222223,18.0,40.41403367206816,1014.0,56.333333333333336,11_186,1,11
39,27,82,2.731707317073171,31,0.8895661376643855,5,19,7.234567901234568,586.0,81.0,5.621991650959364,2.115419580130618,153.0,81.0,1.8888888888888888,81.0,153.55191646274793,15010.0,185.30864197530863,11_19,1,11
40,5,9,3.2222222222222223,1,0.6666666666666667,0,3,,,,,,,,,,,,,11_192,0,11
41,22,90,2.5555555555555554,9,1.2552014128284514,30,29,6.818181818181818,75.0,11.0,4.069844759156836,2.7732488332115266,21.0,11.0,1.9090909090909092,11.0,43.67857806543365,888.0,80.72727272727273,11_194,1,11
42,4,267,2.7191011235955056,4,1.4663296004835953,110,149,9.0,189.0,21.0,5.75325994545701,2.707133433832073,45.0,21.0,2.142857142857143,21.0,88.66979944340314,2716.0,129.33333333333334,11_196,1,11
43,18,64,2.1875,16,1.0522085616183026,22,8,4.909090909090909,54.0,11.0,3.6729972898042127,3.0689056385268376,41.0,11.0,3.727272727272727,11.0,33.96415222500977,603.0,54.81818181818182,11_2,0,11
44,37,222,3.5855855855855854,11,0.801226079329999,11,163,8.465116279069768,728.0,86.0,7.495406710180975,1.591702149233375,106.0,86.0,1.2325581395348837,86.0,98.63974233953498,8431.0,98.03488372093024,11_209,1,11
45,78,162,2.5,18,1.0350983390135313,43,23,5.634146341463414,231.0,41.0,7.499186947799662,1.8740851426632723,70.0,41.0,1.7073170731707317,41.0,208.47758843110395,4939.0,120.46341463414635,11_21,1,11
