,CEG_interactions_degree,CEG_interactions_w_degree,CEG_interactions_degree_u,CEG_interactions_w_degree_u,CEG_interactions_betweenness_centrality,CEG_interactions_w_betweenness_centrality,CEG_interactions_betweenness_centrality_u,CEG_interactions_w_betweenness_centrality_u,CEG_interactions_NMF1_d,CEG_interactions_NMF1_u,CEG_interactions_NMF2_d,CEG_interactions_NMF2_u,CEG_rel_agree_degree,CEG_rel_agree_w_degree,CEG_rel_agree_degree_u,CEG_rel_agree_w_degree_u,CEG_rel_agree_betweenness_centrality,CEG_rel_agree_w_betweenness_centrality,CEG_rel_agree_betweenness_centrality_u,CEG_rel_agree_w_betweenness_centrality_u,CEG_rel_agree_NMF1_d,CEG_rel_agree_NMF1_u,CEG_rel_agree_NMF2_d,CEG_rel_agree_NMF2_u
4_147,0.6183574879227053,0.1961645101663586,0.6583333333333333,0.23416339012669288,0.12584474503890292,0.36432231111564095,0.13459650767056514,0.26633944201369497,2.0175945949478207,2.8964340804785373,1.157116439833572,1.3991757041828665,0.6183574879227053,0.6218922705036568,0.6583333333333333,0.659205843201611,0.12584474503890292,0.004448078067558059,0.13459650767056514,1.9064435244334278e-10,0.7417900347673083,0.6192831679686843,0.349388907058042,0.6362254212100469
4_148,0.1111111111111111,0.01132162661737523,0.18333333333333332,0.019222367846221056,0.0006465948197694543,0.027165392675594403,0.003927117147312319,0.06471313609309122,0.21169837193058352,0.2058640891837553,0.1565486919961924,0.18109933185077068,0.1111111111111111,0.0797430463946482,0.18333333333333332,0.129207911859813,0.0006465948197694543,0.0027153480596732514,0.003927117147312319,5.329315815485477e-06,0.30238999217753926,0.19854453481494377,0.0,0.06386849086026326
4_149,0.3719806763285024,0.05730129390018484,0.45,0.06684141546526867,0.05633564499563926,0.35293281536488463,0.04798655984954755,0.28117597728287624,0.9913196426965111,1.9585871192508904,0.12722056394825457,1.1722896749986267,0.3719806763285024,0.3332337670207731,0.45,0.4003531435069665,0.05633564499563926,0.018083249856624555,0.04798655984954755,0.03686492394275699,0.6802194862260394,0.5472653093387295,0.0,0.928150127191731
4_151,0.28502415458937197,0.03257855822550832,0.39166666666666666,0.04980340760157274,0.04816175915429917,0.5318698469432769,0.05254695679517583,0.48139205418245845,0.8011938830072655,0.2998449275859015,0.2004046554484826,0.12911566747971662,0.28502415458937197,0.29290515541024725,0.39166666666666666,0.4047155869779948,0.04816175915429917,0.0016094090778467284,0.05254695679517583,0.00010708323114345319,0.5827585723100253,0.6995663089059498,0.24065375838477296,0.11532072730418086
4_153,0.12560386473429952,0.007624768946395564,0.19166666666666668,0.01310615989515072,0.001734737032405129,0.10093204655234042,0.004748750203658506,0.12023763853524375,0.11877006197586998,0.14470347297099143,0.1194653187565349,0.13626230820208515,0.12560386473429952,0.09211857168109885,0.19166666666666668,0.1410425135734471,0.001734737032405129,0.01745372285230688,0.004748750203658506,3.0615815849335876e-06,0.12809796457029118,0.2608930805973544,0.07065446886869424,0.0
4_156,0.2560386473429952,0.04182070240295749,0.39166666666666666,0.05679335954565312,0.0018194748936888635,0.06226910671876451,0.020910024883301823,0.1778905197396393,1.4352620720266807,0.7628773823117528,0.47994467214250697,0.2684169984214746,0.2560386473429952,0.27302407524105604,0.39166666666666666,0.42609198107131024,0.0018194748936888635,0.0,0.020910024883301823,2.9912337433905237e-13,0.7417458092955261,0.6655926234511333,0.15962311597138712,0.20170765715763553
4_157,0.6086956521739131,0.16196857670979667,0.7166666666666667,0.1764962865880297,0.10470517067046223,0.3732543795176334,0.2286042267718696,0.6491556634391,1.9880100327905503,2.723839166038752,2.550201847808849,0.7007507016459104,0.6086956521739131,0.5711658290054495,0.7166666666666667,0.6801426268331999,0.10470517067046223,0.023753834984156258,0.2286042267718696,0.0020494731318645033,0.48714699935219213,0.6148950706433929,0.7489752902839851,0.6578647939842114
4_158,0.178743961352657,0.01432532347504621,0.275,0.024027959807776323,0.0023075839301095152,0.0834781179147683,0.00838481451859604,0.15678794327627396,0.08956937786071523,0.062148393481595524,0.02749983900285115,0.22989887177563637,0.178743961352657,0.1558571793594349,0.275,0.23750262343114945,0.0023075839301095152,0.022083474627560273,0.00838481451859604,2.2457174762727952e-05,0.09403598258907143,0.4995869511155046,0.056416994633465875,0.006240118227374421
4_162,0.1111111111111111,0.009704251386321626,0.175,0.01703800786369594,0.0006257027444704231,0.05152443480826714,0.0012956091330390363,0.05598637677459314,0.005151588089834477,0.07430461068938261,0.045034916840958554,0.3492098082666157,0.1111111111111111,0.13957359345621037,0.175,0.22372260773719196,0.0006257027444704231,0.0,0.0012956091330390363,0.0,0.11948941756571049,0.4708439781316005,0.0,0.0
4_165,0.8357487922705314,0.44015711645101663,0.875,0.4276976845784185,0.32418187083229555,0.5986022851360712,0.4165387723055571,0.8077230849264011,5.195294638273857,0.1858499400806085,1.0236745573021273,0.029844395157650135,0.8357487922705314,0.8543086200612209,0.875,0.9221748812288563,0.32418187083229555,0.05298417840290582,0.4165387723055571,5.112167560630632e-05,0.7290227378032952,0.46149889246870945,0.7105769237131262,0.0
4_171,0.27053140096618356,0.024029574861367836,0.35833333333333334,0.0327653997378768,0.009854390831190456,0.3017003355548387,0.02230999258214063,0.31461600101957743,0.6636254684186711,1.652484365330483,2.750502793959141e-06,1.5957385243865188,0.27053140096618356,0.31315661918458404,0.35833333333333334,0.4191556538438477,0.009854390831190456,7.018063703854851e-06,0.02230999258214063,2.1500805245448292e-13,0.8069804585612314,0.4858709994544379,0.0,0.5834172519064192
4_173,0.47342995169082125,0.08803142329020333,0.575,0.11314984709480122,0.052059919282458275,0.36538314757281426,0.11306334024180204,0.49900835509869595,1.694277169661127,1.6937550523543723,0.8963388381280493,0.3025407365075952,0.47342995169082125,0.4725842752056086,0.575,0.6065626787345161,0.052059919282458275,0.0759840229229624,0.11306334024180204,7.697909045828777e-10,0.7367476213492868,0.5785376285652127,0.24454532078780308,0.5613623269225129
4_174,0.23671497584541062,0.019177449168207024,0.3333333333333333,0.026649191786806466,0.006130980671398384,0.2095500844682504,0.01255074495846781,0.26002852797402926,0.2287162747543787,0.3752060822217663,0.0,0.1601041406168035,0.23671497584541062,0.26518982756679965,0.3333333333333333,0.3955675093324264,0.006130980671398384,0.0,0.01255074495846781,0.0,0.2896119940016499,0.6216833047371918,0.012715422205020418,0.24425134602823478
4_177,0.463768115942029,0.07647874306839186,0.6083333333333333,0.11358671909130624,0.03131065942207911,0.5969978169190215,0.15131861237175764,0.6291655380633259,1.7818928128088931,0.032701471573249735,0.9043684656257147,0.11898639818212763,0.463768115942029,0.44548967043660775,0.6083333333333333,0.5613631070066474,0.03131065942207911,0.0,0.15131861237175764,0.0006207787391121081,0.5882491999278253,0.28021943748803724,0.5801827017636826,0.0
