uid,CE_votes_3,CE_votes_num,CE_votes_mean,CE_votes_2,CE_votes_std,CE_votes_1,CE_votes_4,CE_likes_mean,CE_likes_sum,CE_likes_num,CE_likes_std,CE_dislikes_std,CE_dislikes_sum,CE_dislikes_num,CE_dislikes_mean,CE_com_num,CE_com_std,CE_com_sum,CE_com_mean,CE_comid
18_149,0,96,1.53125,48,0.5610727507007869,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_150,80,113,2.769911504424779,19,0.6547743553196963,7,7,7.777777777777778,70.0,9.0,4.409585518440984,1.5811388300841898,9.0,9.0,1.0,9.0,70.5620294492725,714.0,79.33333333333333,18
18_160,16,64,2.140625,38,0.6634969288573795,9,1,9.666666666666666,29.0,3.0,10.016652800877813,0.5773502691896258,1.0,3.0,0.3333333333333333,3.0,40.58324777540605,177.0,59.0,18
18_165,20,22,3.090909090909091,0,0.29424494316824984,0,2,27.0,27.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,116.0,116.0,18
18_17,31,47,2.9148936170212765,7,0.6861926220264899,2,7,8.533333333333333,128.0,15.0,11.550304057016154,4.3006090377106,26.0,15.0,1.7333333333333334,15.0,39.74897423055031,802.0,53.46666666666667,18
18_176,27,81,3.6419753086419755,1,0.5076574134026962,0,53,8.11111111111111,73.0,9.0,4.567396535348241,3.407508050043479,19.0,9.0,2.111111111111111,9.0,37.027017163147235,564.0,62.666666666666664,18
18_177,35,78,2.6538461538461537,20,0.9092157756403741,10,13,3.0,24.0,8.0,2.9277002188455996,3.6645015252516173,16.0,8.0,2.0,8.0,20.088642846856814,313.0,39.125,18
18_19,68,94,2.9574468085106385,9,0.6377867243384675,4,13,6.739130434782608,155.0,23.0,6.6141541842568605,3.8714522200965003,57.0,23.0,2.4782608695652173,23.0,50.924186073738355,1610.0,70.0,18
18_190,66,68,2.9705882352941178,2,0.17021393345759905,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_195,18,126,1.6031746031746033,28,0.8492760689374462,76,4,14.2,71.0,5.0,13.405222862750175,0.447213595499958,1.0,5.0,0.2,5.0,134.34023969012412,738.0,147.6,18
18_197,7,55,2.109090909090909,47,0.36881829676269595,1,0,16.5,132.0,8.0,13.543580450847235,1.0606601717798212,5.0,8.0,0.625,8.0,64.93499496749477,797.0,99.625,18
18_201,6,194,1.134020618556701,5,0.5216328683217771,180,3,8.481481481481481,458.0,54.0,11.136783758373989,2.8803291992923823,104.0,54.0,1.9259259259259258,54.0,132.89113386196797,6825.0,126.38888888888889,18
18_205,42,201,1.7164179104477613,18,1.021850823005789,127,14,8.0,96.0,12.0,6.536610186271836,6.030226891555273,60.0,12.0,5.0,12.0,162.6949180633383,1932.0,161.0,18
18_207,0,60,1.0166666666666666,1,0.12909944487358074,59,0,12.0,12.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,136.0,136.0,18
18_210,13,81,1.4567901234567902,5,0.8521939731664596,61,2,20.333333333333332,122.0,6.0,11.219031449580068,0.816496580927726,8.0,6.0,1.3333333333333333,6.0,75.95459169793489,963.0,160.5,18
18_213,6,6,3.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_22,36,65,3.1076923076923078,11,0.6643388847916053,0,18,16.857142857142858,118.0,7.0,16.925607536398523,0.5345224838248488,3.0,7.0,0.42857142857142855,7.0,61.521579644095304,716.0,102.28571428571429,18
18_230,27,38,3.210526315789474,0,0.5769394898639181,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_242,9,51,1.607843137254902,7,0.9182250567818109,33,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_245,18,44,2.8636363636363638,10,0.9298889428790917,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_250,10,152,2.0,120,0.5398061952931081,18,4,8.0,24.0,3.0,5.196152422706632,2.886751345948129,8.0,3.0,2.6666666666666665,3.0,32.0,171.0,57.0,18
18_251,69,110,2.918181818181818,1,0.8998656187323086,16,24,11.325581395348838,487.0,43.0,11.34464616802749,2.754237649093755,62.0,43.0,1.441860465116279,43.0,135.66371850377837,7641.0,177.69767441860466,18
18_257,96,112,3.0714285714285716,4,0.3728218596007205,0,12,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,29.0,18
18_258,96,104,3.0384615384615383,2,0.2760004545893585,0,6,33.5,67.0,2.0,20.506096654409877,1.4142135623730951,2.0,2.0,1.0,2.0,184.55486988968892,461.0,230.5,18
18_26,28,37,3.027027027027027,4,0.4992486847746815,0,5,30.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,154.0,154.0,18
